# col1   col2      col3     col4      col5     col6      col7     col8      col9     col10     col11    col12     col13    col14     col15    col16     col17    col18     col19    col20     col21    col22     col23    col24     col25    col26   col27   col28   col29   col30   col31   col32   col33   col34   col35   col36   col37    col38     col39    col40     col41    col42     col43    col44     col45    col46     col47    col48     col49    col50     col51    col52     col53    col54     col55    col56     col57    col58     col59    col60     col61    col62   col63   col64   col65   col66     col67    col68      col69    col70              col71                 col72              col73                 col74              col75                 col76              col77                 col78   col79   col80   col81   col82   col83   col84   col85   col86   col87   col88   col89   col90   col91   col92   col93   col94   col95   col96              col97      col98              col99      col164   col161    col162      col163     col100           
  228    22.4494   0.0196   21.779    0.0166   21.5261   0.0125   21.9728   0.0143   21.5747   0.0128   21.9701   0.0152   21.266    0.0125   20.8777   0.0107   21.1166   0.0196   21.172    0.2453   20.9087   0.0179   21.2367   0.0337   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0361   22.2655   0.0195   21.9548   0.0171   21.9524   0.0151   21.7336   0.0147   21.6337   0.0128   21.3763   0.0123   21.5145   0.0124   21.3017   0.0121   21.5211   0.0131   21.6158   0.0135   21.5317   0.0137   21.5019   0.0137   -99.9   -99.9   -99.9   -99.9   21.4906   0.018    -99.8315   0.0109   21.0695340198873   0.00938792049645547   20.9247068194848   0.0139169254240832    20.3468665972666   0.0331613899825574    19.9257959585321   0.0517922998543706    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      2.33     571287    149.93469   1.945545   271656423423     
  231    23.6806   0.0263   22.8916   0.021    22.9144   0.0181   23.2885   0.0269   22.9481   0.0183   22.9464   0.0181   22.7282   0.0201   23.1557   0.0605   22.2123   0.0472   21.7383   0.3836   21.6501   0.033    22.9828   0.0878   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0868   22.8269   0.0253   23.5895   0.0437   23.1873   0.0217   23.5541   0.0409   22.7919   0.0176   23.1774   0.0329   23.0706   0.0215   22.6307   0.0238   22.9649   0.0279   23.1382   0.0236   23.1319   0.0257   22.7224   0.0272   -99.9   -99.9   -99.9   -99.9   22.9624   0.0494   -99.8315   0.0295   21.3618377155459   0.0112537766092227    21.0640847175019   0.0164288875699329    20.6100698062211   0.0381266377808929    20.3669537428606   0.0849409111766168    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      2.387    573862    149.98874   1.932429   422484121489407  
  237    20.3342   0.0073   20.1954   0.0080   20.2217   0.0068   20.3182   0.0068   20.3667   0.0074   -99.9     -99.9    20.0873   0.0066   20.1322   0.0069   20.0139   0.0083   20.1356   0.0957   19.8591   0.0075   20.1012   0.0177   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0215   20.2428   0.0067   20.3311   0.0070   20.3231   0.0075   20.1121   0.0063   20.4608   0.0080   20.3916   0.0072   20.2784   0.0074   20.1078   0.0062   20.1259   0.0063   19.9321   0.0063   20.1512   0.0070   20.1092   0.0063   -99.9   -99.9   -99.9   -99.9   20.2054   0.0072   -99.8315   0.0067   19.0928785484099   0.00203092642205161   18.6439038504405   0.00220945654423303   18.2385724222642   0.00466922508241007   17.8989219799004   0.00736201219158018   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   21.8179085235533   0.027173   20.8610194683533   0.008498   1.619    361427    149.99158   1.724272   422484121489375  
  239    21.2307   0.0116   21.0161   0.0123   21.0198   0.0103   21.1482   0.0099   21.1631   0.0111   -99.9     -99.9    20.7793   0.0101   21.025    0.0118   21.0271   0.0193   21.0507   0.1751   20.7016   0.0167   20.8677   0.0248   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0387   21.0966   0.0102   21.1761   0.0107   21.2325   0.0109   21.165    0.0106   21.061    0.01     21.2769   0.0112   21.0723   0.0102   20.8061   0.0089   20.9846   0.0095   20.9962   0.01     20.8494   0.0094   20.8941   0.0093   -99.9   -99.9   -99.9   -99.9   21.0895   0.0125   -99.8315   0.0093   20.4626917626534   0.0056015581887588    20.0689342609507   0.006315436371019     19.5161917931522   0.0155902561941323    19.1707686912724   0.0248745307118386    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.9695612048933   0.073141   1.811    809155    149.95771   2.003091   422484121489375  
  240    26.0122   0.1204   24.9351   0.0713   24.8121   0.0611   25.2365   0.0679   24.8009   0.06     24.9067   0.0697   24.691    0.1408   25.1628   0.23     22.7492   0.0867   -99.9     -99.9    22.2491   0.0563   -99.9     -99.9    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.5104   25.843    0.2859   24.8618   0.1301   25.0812   0.1541   24.8797   0.1297   24.9702   0.1375   24.3236   0.0853   24.8133   0.139    25.1981   0.1763   24.6468   0.11     24.6952   0.1437   25.0212   0.2559   24.7667   0.1512   -99.9   -99.9   -99.9   -99.9   24.9917   0.3439   -99.8315   0.1622   21.8259207120937   0.0179588392273245    21.5847756042725   0.0224509221723817    21.8109578987207   0.135453869702275     21.3505964160264   0.180970276980714     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      2.676    588374    149.9317    1.830139   281746633131519  
  255    21.2345   0.0094   20.5836   0.0082   20.4402   0.0064   20.8381   0.0075   20.1982   0.0058   -99.9     -99.9    19.6881   0.0046   19.6035   0.0049   19.3909   0.0060   19.1106   0.0426   19.4345   0.0062   19.8217   0.0071   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0159   20.9289   0.0093   20.894    0.0092   20.8156   0.0087   20.482    0.0075   20.7709   0.0084   20.5573   0.0078   20.3778   0.0070   19.8812   0.0056   19.9674   0.0058   19.8798   0.0056   19.8963   0.0056   19.8552   0.0055   -99.9   -99.9   -99.9   -99.9   20.0669   0.0066   -99.8315   0.0055   18.9907080251728   0.00235991304622213   18.6252295976965   0.00256192154458007   18.3176090131339   0.00622636025156011   17.9816565503808   0.00950091907811063   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      22.9470406744333   0.033009   1.664    561413    150.10164   1.848359   281746633134047  
  259    21.0331   0.0108   20.8483   0.0115   21.1084   0.011    21.0341   0.0104   21.0581   0.0107   -99.9     -99.9    20.6798   0.0097   20.8567   0.0092   20.5345   0.0146   20.7792   0.142    20.6269   0.0136   20.7537   0.0217   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0342   20.8544   0.0090   21.1311   0.0103   21.0699   0.0095   20.9121   0.0093   21.0272   0.0092   21.1521   0.0104   20.9033   0.0087   20.6129   0.0079   20.8416   0.0089   20.7027   0.0080   20.8888   0.0089   20.8019   0.0088   -99.9   -99.9   -99.9   -99.9   20.9313   0.0109   -99.8315   0.0097   20.3280402691721   0.00444131411503552   19.9395318931645   0.00570909256812421   19.5873663736577   0.0151072696517559    19.223498014666    0.0262802052451297    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.2442408662963   0.040862   1.679    568521    150.13173   1.799421   422484121489375  
  260    20.9227   0.0103   20.6826   0.0108   20.4048   0.0080   20.7813   0.0091   20.6346   0.0090   -99.9     -99.9    20.0793   0.0071   19.8856   0.0057   19.7597   0.0069   19.2431   0.0499   19.2885   0.0054   20.4222   0.0163   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0266   20.9269   0.0093   20.7882   0.0087   20.7635   0.0091   20.5188   0.0077   20.5653   0.0083   20.7085   0.0084   20.5264   0.0082   20.4074   0.0072   20.5512   0.0077   20.5121   0.0082   20.5084   0.0083   20.362    0.0072   -99.9   -99.9   -99.9   -99.9   20.544    0.0086   -99.8315   0.0078   18.7596158786275   0.00190734485778071   18.707052392247    0.00234838223533596   18.4310590055394   0.00614849759242512   18.3340143741264   0.0112430917593695    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   24.2939106272573   0.104341   21.2323543896573   0.013517   0.832    557191    150.13912   1.877      422484121489375  
  266    22.937    0.0201   22.3865   0.0182   22.4348   0.0158   22.8054   0.0177   22.3152   0.0148   22.1057   0.0135   21.6403   0.0121   20.9416   0.0097   20.6048   0.0129   20.1406   0.0783   20.0721   0.0088   22.12     0.0422   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.065    22.7503   0.0243   23.0312   0.0291   22.8348   0.0304   22.6876   0.0246   22.7515   0.0283   22.416    0.0205   22.1423   0.0204   22.094    0.0172   22.0541   0.0166   21.978    0.0199   21.9238   0.0204   21.7099   0.0143   -99.9   -99.9   -99.9   -99.9   22.1157   0.024    -99.8315   0.014    19.6102540451998   0.0027989870946315    19.5953180900329   0.00422690611166331   19.7641762508505   0.0159733049246473    19.4275114289952   0.0312165520700618    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   24.4180711090173   0.071999   22.8629974154173   0.025856   1.148    358521    150.05039   1.744432   422484121489407  
  273    23.6989   0.0335   23.1821   0.0304   22.8733   0.0226   23.3101   0.0269   22.7309   0.0208   22.074    0.015    21.8011   0.0154   21.364    0.0122   21.0098   0.02     20.8112   0.1361   20.6274   0.0131   22.0855   0.0509   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.067    23.6697   0.0423   23.36     0.0359   23.3013   0.0378   23.1006   0.0313   22.9257   0.0286   23.0098   0.029    22.7585   0.0267   22.3087   0.0193   22.3555   0.0196   22.1964   0.0207   22.1279   0.0202   21.9296   0.0171   -99.9   -99.9   -99.9   -99.9   22.3975   0.0316   -99.8315   0.0152   19.7778248450185   0.00317742215852471   19.3824011811004   0.00357230462523014   18.9510275251823   0.00881061112335419   18.7721445079842   0.0166419955910441    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.867    544786    150.19504   1.793774   281746633134079  
  275    21.6327   0.011    21.2359   0.0107   21.0768   0.0083   21.5057   0.0093   21.1438   0.0087   -99.9     -99.9    20.9969   0.0084   20.7498   0.0086   20.4131   0.0104   20.0958   0.0797   19.9966   0.0086   21.038    0.0189   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0299   21.7364   0.014    21.5624   0.0129   21.5298   0.0116   21.3269   0.0114   21.3858   0.0107   21.3437   0.0115   21.1735   0.0098   20.8538   0.0090   21.0807   0.01     21.1299   0.0098   21.2735   0.0109   21.0994   0.0103   -99.9   -99.9   -99.9   -99.9   21.1659   0.0129   -99.8315   0.0089   19.3763630091399   0.00273087851950873   19.2531481148377   0.00324877345139415   19.1729042220385   0.011694388253308     18.9087184297488   0.0186604788001827    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   22.1640816434643   0.051114   21.1476050016643   0.014816   1.156    557365    150.20821   1.875359   422484121489375  
  277    23.9175   0.0344   23.4076   0.0314   23.3182   0.026    23.5853   0.0303   23.2231   0.0247   22.8642   0.0204   22.7211   0.0251   22.2749   0.0207   21.4349   0.0281   21.2373   0.2041   21.2528   0.0213   22.819    0.0994   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.1058   23.6172   0.0407   23.6242   0.0424   23.5078   0.033    23.3211   0.037    23.4857   0.0316   23.5556   0.0416   23.3844   0.0322   22.876    0.0272   22.9342   0.0275   22.9468   0.0269   22.8642   0.0263   22.8825   0.0292   -99.9   -99.9   -99.9   -99.9   23.0654   0.0507   -99.8315   0.0261   20.8093058310686   0.00634797704048838   20.6183642001115   0.00935787599742739   20.5747860725147   0.0343596836394991    20.7616098183827   0.100021017362347     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.681    301977    150.22778   1.786806   422484121489407  
  282    21.3043   0.0107   21.0008   0.0109   21.1216   0.0097   21.2623   0.0101   21.2715   0.0104   -99.9     -99.9    20.9139   0.0094   21.1317   0.0103   20.9542   0.0167   20.8459   0.1565   20.4575   0.0124   21.0367   0.0285   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0358   21.4167   0.0119   20.9419   0.0094   21.2024   0.0096   21.3235   0.0114   21.3728   0.0104   21.0835   0.0102   21.3423   0.0104   21.0088   0.0098   21.0787   0.01     21.1362   0.0095   21.0688   0.0093   20.8946   0.0093   -99.9   -99.9   -99.9   -99.9   21.2101   0.0135   -99.8315   0.0098   20.2944731843228   0.00490814458878797   20.084691754348    0.00693667883436987   19.5233286397955   0.0155853599584738    19.3161396345888   0.0309346268929264    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.2113446911283   0.036921   2.024    532781    150.24308   1.869098   281746633134047  
  286    24.2498   0.0375   23.7423   0.0336   23.6379   0.028    23.9682   0.0335   23.9508   0.0319   23.6416   0.0276   23.3178   0.0325   22.8447   0.0366   22.3334   0.0721   22.0502   0.4596   21.8589   0.0413   23.6382   0.2076   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.1527   23.9129   0.0504   24.1473   0.0658   24.0131   0.0473   23.8581   0.0519   23.399    0.0313   23.9548   0.0583   23.8265   0.0463   23.444    0.04     23.768    0.0497   23.6889   0.049    23.5639   0.0461   23.3945   0.0455   -99.9   -99.9   -99.9   -99.9   23.806    0.105    -99.8315   0.0357   22.4177983183988   0.0262383239763141    22.2109759584246   0.0366536507548114    22.0234426183771   0.143170681293803     22.224990107153    0.380648569398397     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      2.386    540975    150.26998   1.816315   141009144778751  
  290    23.549    0.031    22.9085   0.0266   22.3941   0.0177   23.0269   0.0241   22.0922   0.0153   -99.9     -99.9    21.3793   0.0123   21.2174   0.0113   20.6285   0.0146   20.3807   0.0871   20.3187   0.0105   21.7313   0.0371   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0513   23.2623   0.0339   23.2096   0.0318   22.9967   0.027    22.8241   0.0282   22.6036   0.021    22.4306   0.0206   22.0804   0.0164   21.7543   0.0142   21.8167   0.0146   21.7843   0.0151   21.7768   0.0148   21.5767   0.0132   -99.9   -99.9   -99.9   -99.9   21.8351   0.0202   -99.8315   0.0135   19.5722822307372   0.00277871258120863   19.3002688788698   0.00327426177863081   19.0525099453838   0.00961705408390382   18.8726935704495   0.0178766561003874    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.161    331228    150.17657   1.759474   281746633134047  
  291    20.5048   0.0075   20.2061   0.0077   20.2615   0.0066   20.4232   0.0068   20.4151   0.0072   -99.9     -99.9    20.0672   0.0062   20.4463   0.0073   20.1766   0.0105   19.9063   0.057    19.8575   0.0079   20.2091   0.0118   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0205   20.5819   0.0080   20.1193   0.0064   20.2858   0.0066   20.4548   0.0075   20.4738   0.0072   20.2913   0.0069   20.4981   0.0073   20.3059   0.0069   20.3503   0.0070   20.3085   0.0067   20.2946   0.0068   20.1563   0.0065   -99.9   -99.9   -99.9   -99.9   20.3601   0.0080   -99.8315   0.0066   19.7015729045523   0.00329453398556843   19.3549663169894   0.00369954008804021   18.9419091248014   0.00932060258590273   18.4750949692829   0.0131105746522942    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.8639830858663   0.066345   2.029    344893    150.18186   1.669256   281746633134047  
  296    23.9063   0.029    22.9252   0.0207   22.7429   0.0161   23.3762   0.0229   22.7635   0.0162   22.3991   0.0136   21.9804   0.0124   21.2601   0.0109   20.9061   0.0189   20.4915   0.106    20.6794   0.0145   22.4406   0.0584   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0717   23.6636   0.0427   23.2883   0.0346   23.3443   0.0347   23.1885   0.0335   22.9505   0.0266   23.1399   0.0322   22.9548   0.0288   22.6185   0.0235   22.4742   0.0212   22.4097   0.0222   22.2621   0.0216   21.9597   0.0165   -99.9   -99.9   -99.9   -99.9   22.2876   0.0278   -99.8315   0.016    20.4355483299429   0.00534821494639768   20.6584996856912   0.00893005776869899   20.5699548855425   0.0377348243094979    20.3714187046893   0.0645186355138184    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   24.5969148233023   0.15175    22.8155131587023   0.03039    0.91     320713    150.23169   1.66525    422484121489407  
  305    20.7157   0.0079   20.5717   0.0086   20.7016   0.0077   20.884    0.0082   20.5903   0.0074   -99.9     -99.9    20.3657   0.0068   20.2635   0.0072   19.9401   0.0086   20.3055   0.1105   20.2122   0.0098   20.3766   0.016    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0231   20.871    0.0090   20.9878   0.0096   20.7381   0.0072   20.8658   0.0092   20.9443   0.0079   20.8144   0.0088   20.6367   0.0068   20.1733   0.0064   20.1146   0.0062   20.4252   0.0063   20.562    0.0067   20.3255   0.0069   -99.9   -99.9   -99.9   -99.9   20.1628   0.0069   -99.8315   0.0069   20.0084128815136   0.00358944793163742   19.5967102946269   0.00466573852724275   19.1552863531774   0.0106194563745698    18.5039802739634   0.0139308655054964    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   23.2699320998273   0.046983   21.7061715202273   0.018038   1.57     312744    150.37657   1.717878   422484121489375  
  307    22.6685   0.0243   22.4137   0.0251   22.3189   0.0204   22.4274   0.0196   22.4311   0.0214   22.0422   0.0177   21.7589   0.0192   21.7708   0.0156   21.4799   0.0248   21.2926   0.2001   20.8368   0.0156   22.0503   0.0793   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.089    22.6156   0.0226   22.2213   0.019    22.155    0.018    22.3542   0.0201   22.4965   0.0213   22.1678   0.018    22.2741   0.0194   22.1475   0.0176   22.1296   0.0173   22.0696   0.0192   22.1401   0.0198   21.8773   0.0154   -99.9   -99.9   -99.9   -99.9   22.2045   0.0273   -99.8315   0.0191   20.3254027745551   0.00462995177029089   20.074136574048    0.00578167784415644   19.802945233942    0.0185212237470407    19.8001694857017   0.0409816668210372    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      2.046    821535    149.82269   2.089659   271656423423     
  308    -99.0     -99.0    27.6409   0.5398   25.4461   0.1031   25.9016   0.3958   24.0775   0.0439   23.685    0.0377   23.5591   0.0575   24.1238   0.0803   23.7534   0.2363   23.1784   1.1234   23.0214   0.1221   23.6924   0.2261   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.3526   -99.9     -99.9    -99.9     -99.9    26.3402   0.3288   25.7346   0.2811   25.032    0.1051   25.2955   0.1903   24.3329   0.0758   23.6889   0.0517   24.0062   0.065    23.8241   0.0598   24.0841   0.0786   23.2178   0.0367   -99.9   -99.9   -99.9   -99.9   24.3596   0.1696   -99.8315   0.0396   22.3125154269282   0.0236740251899238    22.4716744568156   0.0504015778592469    21.6681493211777   0.0979064289406089    21.9251510759115   0.3263335659703       -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      4.255    1060679   149.73622   2.179933   271655636991     
  319    26.9817   0.2425   25.9775   0.1401   25.4743   0.0964   26.2629   0.1626   24.464    0.0509   23.3532   0.0292   22.3403   0.022    21.5847   0.014    20.8904   0.0155   20.3779   0.0955   20.4058   0.0114   23.3367   0.1789   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.1437   27.1815   0.7596   25.86     0.2846   26.3523   0.4612   26.1942   0.376    25.9723   0.3011   25.7367   0.2472   24.1601   0.0845   23.8404   0.0509   23.7672   0.0487   23.3785   0.0588   22.985    0.0459   22.7634   0.0257   -99.9   -99.9   -99.9   -99.9   23.7114   0.0887   -99.8315   0.0323   20.0986321708333   0.00438135594231025   20.3740585898533   0.00800597828899778   20.5962796314445   0.043311810138107     20.8560965179181   0.119084084987291     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.052    1065385   149.82158   2.151942   271656423423     
  320    20.3671   0.0078   20.0904   0.0080   19.7232   0.0057   20.1967   0.0070   19.6442   0.0055   -99.9     -99.9    19.3572   0.0049   19.4013   0.0045   19.1723   0.0048   18.8602   0.0213   18.7473   0.0038   19.4207   0.0089   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.016    20.3668   0.0072   20.2847   0.0070   20.2171   0.0074   19.9825   0.0059   19.9674   0.0065   19.8388   0.0056   19.5363   0.0053   19.5242   0.0048   19.4911   0.0047   19.4485   0.0051   19.4687   0.0051   19.3948   0.0045   -99.9   -99.9   -99.9   -99.9   19.4768   0.0049   -99.8315   0.0050   18.1014658263385   0.0015438512257168    17.7358544183058   0.00152941425032507   17.3147132732615   0.00291608993458266   16.953709520084    0.00376102835517367   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      21.1293917707093   0.015789   1.157    1063264   149.82793   2.164359   281746633134047  
  322    21.9448   0.0128   21.3596   0.0114   21.2526   0.0091   21.6872   0.0097   21.132    0.0088   -99.9     -99.9    20.781    0.0077   20.3327   0.0071   19.7448   0.0069   19.5355   0.0449   19.5561   0.0064   20.971    0.0154   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.029    21.6078   0.013    21.8655   0.0152   21.9353   0.0163   21.5481   0.0131   21.603    0.0137   21.2938   0.0112   20.9166   0.0099   21.0309   0.0098   20.9007   0.0092   21.0013   0.0106   20.9334   0.0102   20.825    0.0088   -99.9   -99.9   -99.9   -99.9   20.9109   0.0108   -99.8315   0.0080   18.830355642539    0.00202579691997765   18.7965179042326   0.00269128328316686   18.6547849344896   0.00720575279488456   18.4510802618089   0.013377479027145     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   24.7280316607293   0.145538   21.7825010599293   0.018851   1.188    1085697   149.62422   2.180661   422484121489375  
  323    25.0765   0.066    24.6047   0.0637   24.3642   0.0537   24.8475   0.0729   23.9926   0.0533   22.9492   0.0246   22.1085   0.0184   21.4246   0.013    21.1051   0.0192   20.9688   0.1742   20.6789   0.0144   22.9631   0.1004   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.1074   25.0214   0.1154   24.7798   0.112    24.7531   0.0729   24.804    0.1219   24.6934   0.0714   24.2649   0.0723   24.1225   0.0648   23.2871   0.0362   23.3388   0.0364   22.9781   0.0285   23.2096   0.0322   22.7244   0.0252   -99.9   -99.9   -99.9   -99.9   23.3851   0.0654   -99.8315   0.0276   20.2616900631413   0.0043205974461136    20.2471023224433   0.00783219795515324   19.9242727670306   0.0192299452430208    19.6008153337755   0.0414654837832893    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      0.952    1091311   149.63822   2.149613   422484121489407  
  329    21.405    0.0105   20.8752   0.0096   20.4635   0.0067   21.0265   0.0082   20.4795   0.0068   -99.9     -99.9    20.1239   0.0059   19.5199   0.0047   19.5796   0.0072   18.8462   0.0215   19.0454   0.0050   20.2719   0.0104   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0203   21.3663   0.0118   21.061    0.0101   20.8644   0.0090   20.7935   0.0090   20.815    0.0088   20.3371   0.0071   20.6168   0.0080   20.2401   0.0067   20.2911   0.0069   20.3672   0.0073   20.2742   0.0069   20.3219   0.0070   -99.9   -99.9   -99.9   -99.9   20.3554   0.0080   -99.8315   0.0064   18.2136281860563   0.00144192902435142   17.9193151465657   0.00164015771000239   17.4675182328479   0.00289284527804258   17.070312456487    0.00399800223263315   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   24.1219313554103   0.090922   21.1380215060103   0.011191   1.024    1054439   149.73896   2.220676   422484121489375  
