# col1   col2      col3     col4      col5     col6      col7     col8      col9     col10     col11    col12     col13    col14     col15    col16     col17    col18     col19    col20     col21    col22     col23    col24     col25    col26   col27   col28   col29   col30   col31   col32   col33   col34   col35   col36   col37    col38     col39    col40     col41    col42     col43    col44     col45    col46     col47    col48     col49    col50     col51    col52     col53    col54     col55    col56     col57    col58     col59    col60     col61    col62   col63   col64   col65   col66     col67    col68      col69    col70              col71                 col72              col73                 col74              col75                 col76              col77                 col78   col79   col80   col81   col82   col83   col84   col85   col86   col87   col88   col89   col90   col91   col92   col93   col94   col95   col96              col97      col98              col99      col164   col161    col162      col163     col100           
  495    19.2479   0.0044   18.9648   0.0046   18.7318   0.0034   19.0683   0.0040   18.7208   0.0034   -99.9     -99.9    18.3333   0.0030   18.5096   0.0030   18.2785   0.0030   18.2126   0.0133   18.1412   0.0027   18.4067   0.0036   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9    19.194    0.0041   19.0226   0.0038   18.9984   0.0037   18.9968   0.0037   18.9387   0.0036   18.7079   0.0032   18.6896   0.0032   18.4538   0.0029   18.562    0.0030   18.4932   0.0030   18.484    0.0029   18.3012   0.0027   -99.9   -99.9   -99.9   -99.9   18.5372   0.0030   -99.8315   0.0029   18.293417935253    0.0017932514870738    18.192821987872    0.00181882719867185   17.8482606424464   0.00422928773302698   17.4403292447551   0.00520500140428583   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   21.8132597633753   0.024915   20.6198005349753   0.013162   2.022    727058    150.50631   2.058173   422484121489375  
  499    21.3819   0.0109   20.8897   0.0101   20.7706   0.0080   21.1166   0.0090   20.5327   0.0073   -99.9     -99.9    20.0812   0.0060   20.1137   0.0065   19.5394   0.0066   19.5889   0.053    19.5286   0.0069   20.2276   0.0108   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0228   21.3765   0.0116   20.9685   0.0095   21.0424   0.0107   21.0051   0.0097   21.0015   0.0104   20.8421   0.0089   20.4601   0.0081   20.0344   0.0060   20.216    0.0065   20.3052   0.0076   20.2276   0.0073   20.2099   0.0065   -99.9   -99.9   -99.9   -99.9   20.3281   0.0076   -99.8315   0.0065   18.8411557637666   0.00225020820550734   18.3155058272019   0.00205189556429175   17.8501989090268   0.00437878355180226   17.3858267115531   0.0055297336091516    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      22.6856757591663   0.028236   1.459    1265494   149.91976   2.327461   281746633134047  
  501    21.3241   0.0111   21.1112   0.0118   20.863    0.0088   21.2431   0.0089   21.0899   0.0098   -99.9     -99.9    20.8875   0.0098   20.4835   0.0080   20.5654   0.0154   20.054    0.0813   20.1745   0.0114   21.1508   0.0279   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0378   21.4759   0.0124   21.2115   0.0109   21.2895   0.0139   21.1479   0.0104   20.9962   0.012    21.1991   0.011    21.1459   0.0132   21.1891   0.0106   21.1045   0.0102   21.3189   0.015    21.0862   0.0135   21.0126   0.0099   -99.9   -99.9   -99.9   -99.9   21.1009   0.0134   -99.8315   0.0099   19.1981127876486   0.00278373056254592   19.0193929890905   0.0032265425331838    18.7387391684674   0.00901799954653663   18.5799954755997   0.016485394401886     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   22.5275839472793   0.031655   21.4897954164793   0.016034   0.909    1259112   149.94553   2.369289   422484121489375  
  502    25.3613   0.0829   24.8581   0.0681   24.2514   0.0462   24.9759   0.0735   23.7439   0.0347   22.6492   0.0198   21.8533   0.0156   21.1669   0.0116   20.6501   0.0157   20.2156   0.0912   20.2365   0.012    22.6203   0.0926   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0861   25.1758   0.1275   25.2801   0.147    24.9267   0.0762   24.9377   0.111    24.5344   0.0575   24.2064   0.0676   23.7857   0.0389   23.1609   0.0331   23.1875   0.0319   23.0197   0.0258   22.7802   0.0235   22.1992   0.0189   -99.9   -99.9   -99.9   -99.9   23.2531   0.0596   -99.8315   0.0194   19.9548270522995   0.00392280930186951   20.2413782453762   0.00723007522510058   20.487608542909    0.0377256577301378    20.7641420958091   0.11054791036774      -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      0.937    1255225   149.95755   2.395724   281746633134079  
  504    21.5113   0.012    21.0106   0.011    21.0208   0.0093   21.3344   0.01     21.1166   0.0098   -99.9     -99.9    20.9791   0.0101   20.9021   0.0099   20.948    0.0183   21.274    0.2438   20.8585   0.018    21.0458   0.0283   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0351   21.6261   0.0133   20.623    0.0082   21.2677   0.011    21.2391   0.0112   21.3016   0.0111   20.8584   0.0092   21.0489   0.01     20.8566   0.0091   20.7673   0.0086   21.1167   0.0108   21.0701   0.0106   21.0612   0.0105   -99.9   -99.9   -99.9   -99.9   20.6601   0.0097   -99.8315   0.0106   20.7376643164015   0.00626199850751611   20.4340228304952   0.00751966856462774   19.9500578906117   0.0214228137031427    19.4028783134026   0.0274931510613997    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   23.3472955472233   0.048265   22.8134304900233   0.037379   2.727    1282993   149.84813   2.374282   422484121489375  
  506    23.5706   0.0481   23.5296   0.0529   23.2298   0.0414   23.6279   0.0439   23.011    0.0363   22.8701   0.0346   22.5807   0.0482   22.4345   0.0258   21.8806   0.042    22.3673   0.6744   21.6882   0.0364   22.8252   0.278    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.2205   23.6613   0.0466   23.9338   0.0609   23.6443   0.0449   23.512    0.0443   23.3408   0.0355   23.1806   0.0372   22.8929   0.03     22.9505   0.0334   22.904    0.0296   22.8088   0.0297   23.0818   0.0408   22.5579   0.0257   -99.9   -99.9   -99.9   -99.9   22.8633   0.0554   -99.8315   0.0249   21.2229437532194   0.0105294772999768    21.0837094937775   0.0139435507101112    21.1316295073954   0.0707660111944179    21.1190581243234   0.139892929217392     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.188    1279880   149.8503    2.398492   271656423423     
  509    23.2246   0.0206   22.9401   0.0209   22.561    0.0147   23.136    0.0182   22.6072   0.0151   22.3827   0.0133   21.9262   0.0126   21.02     0.0108   20.6496   0.0147   20.2479   0.0868   20.1642   0.0104   22.3651   0.057    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0588   23.6264   0.0422   23.2441   0.034    22.8228   0.0189   23.0121   0.0308   22.7665   0.0181   22.4426   0.0207   22.7938   0.0195   22.1671   0.0176   22.4664   0.0207   22.4754   0.0169   22.3641   0.0164   21.8703   0.0155   -99.9   -99.9   -99.9   -99.9   22.531    0.0334   -99.8315   0.0136   19.5430411623817   0.00302295856456932   19.4140840576941   0.00407307184917235   19.216290848644    0.0119879690892974    18.9842716941712   0.0231920446501552    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.0051909043073   0.032657   1.021    1287063   149.88331   2.346771   422484121489407  
  510    21.3877   0.0091   20.9364   0.0086   20.8413   0.0069   21.284    0.0086   20.8352   0.0069   -99.9     -99.9    20.6601   0.0066   20.3273   0.0073   19.7622   0.0083   19.4612   0.0462   19.4141   0.0065   20.7293   0.0141   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0233   21.5542   0.0128   21.5803   0.0132   21.1877   0.0081   21.1656   0.0105   21.0652   0.0076   20.9457   0.0095   20.912    0.0071   20.3835   0.0071   20.6434   0.0081   20.8666   0.0070   20.9097   0.0073   20.6343   0.0082   -99.9   -99.9   -99.9   -99.9   20.7284   0.0102   -99.8315   0.0076   18.680577056111    0.00195571728880718   18.3973862516521   0.00199280149259255   18.0796519293467   0.00510185833823828   17.7802514259348   0.00711230981858442   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      21.1960110903103   0.010353   1.123    1256662   149.91691   2.38521    281746633134047  
  512    22.1596   0.0172   21.7042   0.0161   21.7582   0.014    21.9402   0.0148   21.4332   0.012    -99.9     -99.9    20.8525   0.01     20.6979   0.0089   20.082    0.0091   20.0368   0.0662   19.9158   0.0097   21.0571   0.0285   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0414   22.1282   0.0176   21.9394   0.0163   21.7097   0.0146   21.8292   0.0152   21.8372   0.0155   21.7441   0.0146   21.3494   0.0123   21.0804   0.0101   21.071    0.01     21.1717   0.0114   21.2513   0.0121   21.0185   0.0099   -99.9   -99.9   -99.9   -99.9   21.0101   0.012    -99.8315   0.0107   19.3034433343187   0.00283677117136524   19.012114700017    0.00321990873357798   18.816769877064    0.00900523775509165   18.6031805490895   0.0159182441214889    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.516    1297964   149.69876   2.441239   281746633134047  
  513    20.484    0.0097   20.6184   0.0121   20.1741   0.0082   20.6543   0.0090   20.2561   0.0087   20.2717   0.0085   19.9952   0.0081   20.1065   0.0065   19.4278   0.0058   19.3926   0.0395   19.1291   0.0054   20.2084   0.0213   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.025    20.8775   0.0092   20.7527   0.0087   20.6359   0.0077   20.5105   0.0077   20.4686   0.0071   20.3899   0.0072   20.282    0.0065   20.0126   0.0060   20.2569   0.0067   20.2829   0.0066   20.2106   0.0064   20.2629   0.0068   -99.9   -99.9   -99.9   -99.9   20.2867   0.0078   -99.8315   0.0075   18.5491016923489   0.00181131023108512   18.4159948763092   0.00222654435001794   18.2535461984139   0.00563627541798235   17.9929636586412   0.00937775265078196   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      21.7828196049603   0.01816    1.122    1300369   149.70584   2.419759   422484121489407  
  515    24.072    0.0378   23.3553   0.0299   22.9983   0.0221   23.6974   0.0381   22.8769   0.0201   22.4312   0.0168   21.9177   0.0158   21.6085   0.0158   21.2785   0.0246   20.9506   0.159    21.0035   0.0241   22.4649   0.0718   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0774   23.8417   0.0506   23.7831   0.053    23.6281   0.0777   23.4096   0.0424   23.4753   0.0695   22.9737   0.0316   22.804    0.0401   22.6218   0.0238   22.6919   0.0245   22.5725   0.0383   22.2146   0.0282   21.9409   0.0172   -99.9   -99.9   -99.9   -99.9   22.7356   0.0431   -99.8315   0.0194   20.8197457821591   0.00747464376611913   20.8509945550357   0.0115316713362002    20.7923228343231   0.0495215405684993    20.6097118395351   0.0892661595904404    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.9440078943573   0.076321   1.127    1271962   149.73023   2.453801   422484121489407  
  517    22.6221   0.0199   22.4897   0.0216   22.3527   0.0172   22.5964   0.021    22.4041   0.0176   22.1723   0.0158   21.8263   0.0165   22.3391   0.0259   21.5066   0.03     21.2224   0.1716   21.1787   0.0255   22.1643   0.0649   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0733   22.6188   0.0233   22.733    0.0264   22.1301   0.0171   22.5683   0.025    22.5229   0.0212   22.3771   0.0211   22.5162   0.0226   22.1727   0.0183   22.1948   0.0183   22.1422   0.0193   22.1085   0.0191   21.9816   0.017    -99.9   -99.9   -99.9   -99.9   22.2564   0.0309   -99.8315   0.0198   20.9525043833658   0.00848269067498266   20.5340972015329   0.00889542308006977   19.9832955343685   0.0251129641384676    19.3516271704724   0.0292618995614671    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      2.095    1274774   149.7385    2.433883   271656423423     
  520    23.007    0.0215   22.5848   0.0203   22.3062   0.0151   22.8087   0.0205   22.3214   0.0152   22.2164   0.0144   21.8487   0.0148   21.3773   0.0133   20.6478   0.0147   20.1473   0.085    20.1883   0.0112   22.2167   0.0582   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0777   22.9503   0.029    22.9389   0.0302   22.7193   0.0234   22.5894   0.0246   22.4996   0.02     22.361    0.0208   22.1809   0.0174   21.9228   0.0159   22.2278   0.0186   22.2364   0.019    22.2193   0.0193   21.9603   0.0168   -99.9   -99.9   -99.9   -99.9   22.288    0.0303   -99.8315   0.018    -99.9              -99.9                 -99.9              -99.9                 -99.9              -99.9                 -99.9              -99.9                 -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.106    1276732   149.76064   2.419913   13958385663      
  531    24.1168   0.0297   23.3618   0.024    23.7055   0.0242   23.9202   0.0311   23.7618   0.0251   23.4555   0.0211   23.3923   0.0282   23.2191   0.0379   22.2424   0.0574   22.4784   0.7554   21.9588   0.0468   23.4886   0.0922   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.1395   23.7364   0.0408   23.9208   0.0481   23.8634   0.033    23.9389   0.0549   23.7734   0.0313   24.0667   0.0578   23.7596   0.0333   23.1565   0.0316   23.2963   0.0328   23.5087   0.032    23.5384   0.0353   23.3728   0.0424   -99.9   -99.9   -99.9   -99.9   23.2948   0.0547   -99.8315   0.0344   21.3088691352837   0.0108872338981372    20.9447650745732   0.0121888881310149    20.7686423258206   0.0483762672780236    20.3417541472859   0.0702403631631505    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.848    1256409   150.00418   2.389164   422484121489407  
  532    25.3666   0.0728   25.154    0.0763   25.3352   0.085    25.3666   0.0859   25.1252   0.0703   24.4924   0.0508   23.7471   0.0567   22.0942   0.0174   21.184    0.0238   20.7519   0.141    20.7255   0.0172   24.6175   0.4271   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.4169   24.7109   0.0893   25.9539   0.2923   25.5115   0.1584   25.3513   0.172    25.2778   0.1267   25.3659   0.1787   25.2275   0.1486   24.8407   0.1325   24.9731   0.1214   24.6307   0.1152   24.5774   0.1138   24.1636   0.0777   -99.9   -99.9   -99.9   -99.9   24.6547   0.2158   -99.8315   0.0687   20.2434801582894   0.00463161748873265   20.0058278320398   0.00591459428355045   19.7782432052156   0.0208950626365157    19.7114755067669   0.0407723614561713    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      25.0               -1.0       1.796    1262516   150.01985   2.349142   422484121489407  
  536    20.805    0.0089   20.5422   0.0092   20.4355   0.0074   20.6953   0.0079   20.6059   0.0081   -99.9     -99.9    20.3559   0.0075   20.1731   0.0065   20.2574   0.011    19.9866   0.074    19.8889   0.0082   20.5934   0.0158   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0293   20.8166   0.0088   20.7015   0.0084   20.6583   0.0098   20.6106   0.0081   20.3714   0.0084   20.6914   0.0083   20.5613   0.0092   20.5553   0.0078   20.6156   0.0079   20.6732   0.0103   20.633    0.0097   20.5828   0.0079   -99.9   -99.9   -99.9   -99.9   20.6741   0.0093   -99.8315   0.0074   19.1563459781367   0.00252697725439041   18.9779126617185   0.00288530838827313   18.6803150031185   0.00783471792090215   18.4390799017556   0.0126199945803515    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   21.6834277030023   0.02654    20.8291302184023   0.013882   0.882    950217    150.44958   2.246453   422484121489375  
  541    25.0818   0.0521   24.3407   0.0416   24.3425   0.0365   24.6732   0.0558   24.4976   0.039    24.2711   0.0371   23.8039   0.0428   23.3708   0.0367   22.6473   0.0653   21.7324   0.3814   22.2908   0.0534   24.4323   0.2687   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.2534   24.7773   0.0844   24.8911   0.1135   24.184    0.0465   24.5245   0.0843   24.5998   0.0617   24.4877   0.0775   24.6926   0.0736   24.2297   0.068    24.3105   0.0667   24.3508   0.0672   24.3244   0.0668   24.0875   0.0644   -99.9   -99.9   -99.9   -99.9   24.5093   0.1569   -99.8315   0.0603   21.6362731608346   0.0143747188721365    21.5911481115481   0.0217153515183082    21.4363393760846   0.0809688253689415    21.6102705276923   0.223126987169471     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      25.0               -1.0       2.149    962185    150.4426    2.166289   281746633134079  
  543    20.8898   0.0101   20.7735   0.0112   20.7011   0.0091   20.9456   0.0095   20.6509   0.0092   -99.9     -99.9    20.3591   0.0084   20.6644   0.0084   20.3047   0.01     20.4166   0.1161   20.2841   0.0107   20.4074   0.0157   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0298   20.9464   0.0094   21.0351   0.0099   20.9952   0.0097   20.9332   0.0094   20.9037   0.0093   20.7074   0.0084   20.6663   0.0083   20.432    0.0074   20.5016   0.0076   20.48     0.0077   20.4257   0.0076   20.3756   0.0072   -99.9   -99.9   -99.9   -99.9   20.5012   0.0087   -99.8315   0.0079   19.6270831861652   0.00314459081723549   19.2123353614731   0.00309900254722665   18.796995499179    0.00799745225980206   18.5009045916914   0.0131533234019033    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      22.0035813321003   0.01553    1.301    965686    150.45184   2.144851   422484121489375  
  548    23.5796   0.0213   23.1346   0.0202   23.485    0.0205   23.6385   0.0213   23.3363   0.0188   23.0069   0.0161   23.0103   0.0208   22.0954   0.0193   21.2899   0.0231   20.9368   0.2027   21.2263   0.0229   23.0051   0.0627   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0855   23.7982   0.0472   23.8686   0.055    23.6213   0.025    23.2653   0.036    23.7117   0.0263   23.6161   0.0457   23.4745   0.0241   22.6096   0.0237   22.9656   0.029    22.759    0.0169   23.2303   0.0231   22.7895   0.0278   -99.9   -99.9   -99.9   -99.9   22.8618   0.045    -99.8315   0.0237   20.6901947576331   0.0065797535996913    20.3671966205472   0.00787196835908757   20.1798551217616   0.0290787113604708    20.0583159410716   0.0570356571384022    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      23.8394892178713   0.07451    1.641    963037    150.48438   2.162044   422484121489407  
  553    22.3887   0.0177   22.122    0.0183   21.8563   0.0136   22.1798   0.015    22.0009   0.0147   -99.9     -99.9    21.4613   0.0132   21.2492   0.0116   20.9008   0.0166   20.8986   0.1646   20.7498   0.0151   21.7787   0.0388   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.052    22.3133   0.0191   22.2317   0.0192   22.1142   0.0153   22.0304   0.017    21.9829   0.0142   22.0543   0.0173   21.9661   0.0144   21.7318   0.0147   21.9212   0.016    21.8662   0.0143   21.9017   0.0147   21.5779   0.0134   -99.9   -99.9   -99.9   -99.9   21.8957   0.0229   -99.8315   0.0136   20.322117028243    0.00454128096612881   20.0700080245501   0.00630328994916424   19.6760073701063   0.0167710530097698    19.1758970750773   0.0264647150376078    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   22.9157033904433   0.063485   22.2396266012433   0.02552    0.83     958830    150.53188   2.188918   422484121489375  
  556    23.4697   0.0262   23.5072   0.0306   23.6213   0.0278   23.8086   0.0217   23.715    0.0293   23.2988   0.0237   23.1223   0.0322   22.7235   0.0465   21.5737   0.0301   21.3228   0.2082   21.2537   0.0258   23.3158   0.1593   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.12     23.8888   0.0477   24.2457   0.0642   23.8221   0.0397   23.8258   0.0542   24.0719   0.0456   23.9815   0.0572   23.6317   0.0361   23.2535   0.0354   23.1369   0.0314   23.1539   0.03     23.5485   0.041    23.1592   0.0353   -99.9   -99.9   -99.9   -99.9   23.0754   0.0509   -99.8315   0.0207   20.6324118327651   0.00603219016618699   20.3173930158456   0.00641559172562678   20.1872261883586   0.0275630232951337    20.036530816058    0.0487834158179244    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.582    1502812   149.86028   2.544767   422484121489407  
  559    26.36     0.152    25.557    0.0929   24.9058   0.0598   25.6351   0.1067   24.5278   0.0462   23.8706   0.0334   23.2282   0.0364   22.3746   0.0246   22.1027   0.0485   21.5903   0.2752   21.6503   0.0324   23.8973   0.2993   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.2219   25.8813   0.2264   25.6246   0.1982   25.448    0.1906   25.2857   0.1651   25.352    0.1671   24.7922   0.1077   24.4459   0.0989   24.155    0.0686   23.9763   0.0563   23.782    0.0688   23.789    0.0719   23.7076   0.0597   -99.9   -99.9   -99.9   -99.9   24.2048   0.1365   -99.8315   0.0485   21.1270280002274   0.00921981012437157   21.0859305105263   0.0125334637429571    20.840743690303    0.0503648099872802    20.5475303369885   0.076965314199287     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      25.0               -1.0       1.004    1507673   149.88549   2.510609   281746633134079  
  562    24.8384   0.0744   24.491    0.0667   23.5284   0.0359   24.1953   0.0446   22.787    0.024    21.7351   0.0142   21.3274   0.014    21.0893   0.0108   20.6669   0.0157   20.3683   0.1248   20.3866   0.0127   21.6841   0.059    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0612   24.3694   0.0677   24.5305   0.0812   23.8501   0.0523   24.0753   0.063    23.8449   0.051    23.3155   0.036    22.9576   0.0302   22.235    0.0189   22.1363   0.0174   22.0217   0.0192   21.8223   0.0169   21.7398   0.0149   -99.9   -99.9   -99.9   -99.9   22.1656   0.026    -99.8315   0.0149   20.586070639414    0.00668272277010615   20.98838091155     0.012435770990868     20.9248118846135   0.060969166426196     21.4182857280535   0.187686934439136     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      0.698    1482496   149.92022   2.514244   422484121489407  
  566    24.1141   0.0334   23.5668   0.0294   23.32     0.0224   23.875    0.0317   22.9286   0.0184   22.5052   0.0148   22.2066   0.0161   21.5596   0.0142   20.6642   0.0147   20.8677   0.2168   20.5361   0.014    22.4594   0.065    -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.0776   24.2488   0.0659   23.7948   0.051    23.7703   0.0465   23.7859   0.0491   23.6184   0.0404   23.3229   0.0379   22.8904   0.029    22.2721   0.0195   22.4565   0.0215   22.5882   0.0257   22.5973   0.0278   22.3477   0.0228   -99.9   -99.9   -99.9   -99.9   22.5999   0.0393   -99.8315   0.0192   20.0840871503302   0.00411836108885826   19.8982689622024   0.00553815438248352   19.6638766144423   0.0174041360619087    19.5049433554915   0.035413977187227     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.46     1484423   149.95559   2.502037   281746633134079  
  570    22.6058   0.0289   22.6314   0.0336   22.6229   0.0291   22.6767   0.0267   22.6846   0.0295   22.0181   0.0218   22.0519   0.0313   22.0972   0.0244   21.5132   0.0296   20.7834   0.1312   21.144    0.025    22.135    0.1488   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   0.1214   22.0809   0.0168   22.9033   0.0279   22.9937   0.0341   22.9076   0.0279   22.5037   0.0249   22.7087   0.0256   22.5324   0.0271   22.2806   0.0195   22.2583   0.0186   22.2657   0.0248   21.9239   0.0201   22.1405   0.0179   -99.9   -99.9   -99.9   -99.9   22.2646   0.0276   -99.8315   0.0227   20.5573851051437   0.00577731047734489   20.3883221452134   0.00795163881136449   20.4339293306838   0.0340677521095115    20.5951279582249   0.093963158627157     -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.9   -99.0              -99.0      -99.0              -99.0      1.798    1501336   149.78563   2.554777   281746633134079  
